traversal_achieved,total_climb_points,event,match,alliance_color,teams,auto_points,endgame_points,description
False,10,2026cahal,2026cahal_qm14,red,"frc9584,frc6981,frc7607",0,10,"event=2026cahal match=2026cahal_qm14 RED teams=frc9584,frc6981,frc7607 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cahal,2026cahal_qm16,blue,"frc10059,frc9470,frc2473",0,10,"event=2026cahal match=2026cahal_qm16 BLUE teams=frc10059,frc9470,frc2473 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cahal,2026cahal_qm18,red,"frc5760,frc9584,frc7419",0,10,"event=2026cahal match=2026cahal_qm18 RED teams=frc5760,frc9584,frc7419 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cahal,2026cahal_qm19,red,"frc4171,frc2473,frc3045",0,10,"event=2026cahal match=2026cahal_qm19 RED teams=frc4171,frc2473,frc3045 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cahal,2026cahal_qm22,red,"frc9584,frc10059,frc4990",0,10,"event=2026cahal match=2026cahal_qm22 RED teams=frc9584,frc10059,frc4990 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cahal,2026cahal_qm29,blue,"frc971,frc2473,frc1678",0,10,"event=2026cahal match=2026cahal_qm29 BLUE teams=frc971,frc2473,frc1678 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cahal,2026cahal_qm31,blue,"frc3598,frc3257,frc9584",0,10,"event=2026cahal match=2026cahal_qm31 BLUE teams=frc3598,frc3257,frc9584 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cahal,2026cahal_qm34,blue,"frc7607,frc1857,frc2473",0,10,"event=2026cahal match=2026cahal_qm34 BLUE teams=frc7607,frc1857,frc2473 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cahal,2026cahal_qm35,blue,"frc5760,frc3257,frc1678",0,10,"event=2026cahal match=2026cahal_qm35 BLUE teams=frc5760,frc3257,frc1678 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cahal,2026cahal_qm39,blue,"frc2473,frc852,frc5924",0,10,"event=2026cahal match=2026cahal_qm39 BLUE teams=frc2473,frc852,frc5924 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cahal,2026cahal_sf7m1,red,"frc5760,frc1678,frc9470",0,10,"event=2026cahal match=2026cahal_sf7m1 RED teams=frc5760,frc1678,frc9470 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_f1m1,blue,"frc5805,frc5817,frc1148",0,10,"event=2026capoh match=2026capoh_f1m1 BLUE teams=frc5805,frc5817,frc1148 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_qm10,blue,"frc2710,frc4079,frc5136",0,10,"event=2026capoh match=2026capoh_qm10 BLUE teams=frc2710,frc4079,frc5136 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_qm13,blue,"frc3128,frc2984,frc4276",0,10,"event=2026capoh match=2026capoh_qm13 BLUE teams=frc3128,frc2984,frc4276 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026capoh,2026capoh_qm17,blue,"frc5817,frc5136,frc7157",0,10,"event=2026capoh match=2026capoh_qm17 BLUE teams=frc5817,frc5136,frc7157 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_qm21,blue,"frc3020,frc1148,frc5805",0,10,"event=2026capoh match=2026capoh_qm21 BLUE teams=frc3020,frc1148,frc5805 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_qm25,blue,"frc5136,frc2637,frc6764",0,10,"event=2026capoh match=2026capoh_qm25 BLUE teams=frc5136,frc2637,frc6764 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026capoh,2026capoh_qm26,red,"frc6515,frc3255,frc1148",0,10,"event=2026capoh match=2026capoh_qm26 RED teams=frc6515,frc3255,frc1148 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_qm37,blue,"frc2429,frc4019,frc1148",0,10,"event=2026capoh match=2026capoh_qm37 BLUE teams=frc2429,frc4019,frc1148 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_qm4,red,"frc5136,frc3328,frc5025",0,10,"event=2026capoh match=2026capoh_qm4 RED teams=frc5136,frc3328,frc5025 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026capoh,2026capoh_qm4,blue,"frc1148,frc4711,frc2485",0,10,"event=2026capoh match=2026capoh_qm4 BLUE teams=frc1148,frc4711,frc2485 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026capoh,2026capoh_qm40,blue,"frc4276,frc9772,frc5136",0,10,"event=2026capoh match=2026capoh_qm40 BLUE teams=frc4276,frc9772,frc5136 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_qm55,red,"frc2584,frc2429,frc5136",0,10,"event=2026capoh match=2026capoh_qm55 RED teams=frc2584,frc2429,frc5136 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_qm57,red,"frc2637,frc1148,frc10147",0,10,"event=2026capoh match=2026capoh_qm57 RED teams=frc2637,frc1148,frc10147 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_qm66,blue,"frc7157,frc1148,frc968",0,10,"event=2026capoh match=2026capoh_qm66 BLUE teams=frc7157,frc1148,frc968 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_qm74,red,"frc3473,frc1972,frc1148",0,10,"event=2026capoh match=2026capoh_qm74 RED teams=frc3473,frc1972,frc1148 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_sf12m1,blue,"frc2429,frc5136,frc7157",0,10,"event=2026capoh match=2026capoh_sf12m1 BLUE teams=frc2429,frc5136,frc7157 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_sf13m1,red,"frc5805,frc5817,frc1148",0,10,"event=2026capoh match=2026capoh_sf13m1 RED teams=frc5805,frc5817,frc1148 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026capoh,2026capoh_sf2m1,blue,"frc2984,frc2584,frc2485",0,10,"event=2026capoh match=2026capoh_sf2m1 BLUE teams=frc2984,frc2584,frc2485 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026capoh,2026capoh_sf4m1,red,"frc5805,frc5817,frc1148",0,10,"event=2026capoh match=2026capoh_sf4m1 RED teams=frc5805,frc5817,frc1148 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_f1m2,red,"frc3288,frc8044,frc498",0,10,"event=2026cosp match=2026cosp_f1m2 RED teams=frc3288,frc8044,frc498 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm1,red,"frc3648,frc2996,frc9134",0,10,"event=2026cosp match=2026cosp_qm1 RED teams=frc3648,frc2996,frc9134 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm14,red,"frc4418,frc8044,frc159",0,10,"event=2026cosp match=2026cosp_qm14 RED teams=frc4418,frc8044,frc159 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm17,red,"frc9586,frc4944,frc2240",0,10,"event=2026cosp match=2026cosp_qm17 RED teams=frc9586,frc4944,frc2240 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm21,blue,"frc2945,frc4499,frc9134",0,10,"event=2026cosp match=2026cosp_qm21 BLUE teams=frc2945,frc4499,frc9134 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm26,blue,"frc6358,frc4418,frc4944",0,10,"event=2026cosp match=2026cosp_qm26 BLUE teams=frc6358,frc4418,frc4944 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_qm30,red,"frc4388,frc8334,frc4944",0,10,"event=2026cosp match=2026cosp_qm30 RED teams=frc4388,frc8334,frc4944 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_qm36,red,"frc4944,frc5493,frc498",0,10,"event=2026cosp match=2026cosp_qm36 RED teams=frc4944,frc5493,frc498 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cosp,2026cosp_qm40,red,"frc3288,frc4944,frc2083",0,10,"event=2026cosp match=2026cosp_qm40 RED teams=frc3288,frc4944,frc2083 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm46,red,"frc1977,frc6358,frc9134",0,10,"event=2026cosp match=2026cosp_qm46 RED teams=frc1977,frc6358,frc9134 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026cosp,2026cosp_qm5,red,"frc498,frc2083,frc8044",0,10,"event=2026cosp match=2026cosp_qm5 RED teams=frc498,frc2083,frc8044 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_qm54,blue,"frc4944,frc9134,frc159",0,10,"event=2026cosp match=2026cosp_qm54 BLUE teams=frc4944,frc9134,frc159 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cosp,2026cosp_qm55,red,"frc2945,frc11220,frc4068",0,10,"event=2026cosp match=2026cosp_qm55 RED teams=frc2945,frc11220,frc4068 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_qm56,blue,"frc9586,frc6358,frc4499",0,10,"event=2026cosp match=2026cosp_qm56 BLUE teams=frc9586,frc6358,frc4499 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_qm58,blue,"frc4944,frc4183,frc11220",0,10,"event=2026cosp match=2026cosp_qm58 BLUE teams=frc4944,frc4183,frc11220 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cosp,2026cosp_qm63,blue,"frc2996,frc4418,frc10333",0,10,"event=2026cosp match=2026cosp_qm63 BLUE teams=frc2996,frc4418,frc10333 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026cosp,2026cosp_sf13m1,red,"frc8334,frc9068,frc4499",0,10,"event=2026cosp match=2026cosp_sf13m1 RED teams=frc8334,frc9068,frc4499 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_sf4m1,blue,"frc9586,frc7485,frc4944",0,10,"event=2026cosp match=2026cosp_sf4m1 BLUE teams=frc9586,frc7485,frc4944 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_sf9m1,red,"frc3648,frc1339,frc4068",0,10,"event=2026cosp match=2026cosp_sf9m1 RED teams=frc3648,frc1339,frc4068 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026cosp,2026cosp_sf9m1,blue,"frc9586,frc7485,frc4944",0,10,"event=2026cosp match=2026cosp_sf9m1 BLUE teams=frc9586,frc7485,frc4944 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026gadal,2026gadal_qm14,red,"frc6829,frc5219,frc5900",0,10,"event=2026gadal match=2026gadal_qm14 RED teams=frc6829,frc5219,frc5900 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026gadal,2026gadal_qm15,blue,"frc1002,frc6772,frc2974",0,10,"event=2026gadal match=2026gadal_qm15 BLUE teams=frc1002,frc6772,frc2974 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026gadal,2026gadal_qm18,red,"frc6772,frc8866,frc8761",0,10,"event=2026gadal match=2026gadal_qm18 RED teams=frc6772,frc8866,frc8761 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026gadal,2026gadal_qm19,blue,"frc7676,frc2974,frc5900",0,10,"event=2026gadal match=2026gadal_qm19 BLUE teams=frc7676,frc2974,frc5900 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026gadal,2026gadal_qm22,red,"frc7451,frc5900,frc5219",0,10,"event=2026gadal match=2026gadal_qm22 RED teams=frc7451,frc5900,frc5219 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026gadal,2026gadal_qm4,red,"frc4112,frc11214,frc6772",0,10,"event=2026gadal match=2026gadal_qm4 RED teams=frc4112,frc11214,frc6772 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026gadal,2026gadal_qm50,red,"frc6772,frc6887,frc6712",0,10,"event=2026gadal match=2026gadal_qm50 RED teams=frc6772,frc6887,frc6712 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026gadal,2026gadal_sf10m1,blue,"frc5900,frc6919,frc1002",0,10,"event=2026gadal match=2026gadal_sf10m1 BLUE teams=frc5900,frc6919,frc1002 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026gadal,2026gadal_sf1m1,red,"frc5900,frc6919,frc1002",0,10,"event=2026gadal match=2026gadal_sf1m1 RED teams=frc5900,frc6919,frc1002 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_f1m1,red,"frc7457,frc2867,frc4272",0,10,"event=2026inmis match=2026inmis_f1m1 RED teams=frc7457,frc2867,frc4272 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm10,red,"frc10029,frc135,frc447",0,10,"event=2026inmis match=2026inmis_qm10 RED teams=frc10029,frc135,frc447 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026inmis,2026inmis_qm15,red,"frc829,frc9431,frc4272",0,10,"event=2026inmis match=2026inmis_qm15 RED teams=frc829,frc9431,frc4272 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm16,red,"frc8103,frc3494,frc1555",0,10,"event=2026inmis match=2026inmis_qm16 RED teams=frc8103,frc3494,frc1555 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm17,red,"frc5402,frc2867,frc5010",0,10,"event=2026inmis match=2026inmis_qm17 RED teams=frc5402,frc2867,frc5010 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm18,red,"frc1501,frc3940,frc10332",0,10,"event=2026inmis match=2026inmis_qm18 RED teams=frc1501,frc3940,frc10332 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm2,red,"frc1646,frc447,frc5402",0,10,"event=2026inmis match=2026inmis_qm2 RED teams=frc1646,frc447,frc5402 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm21,red,"frc2867,frc10029,frc3936",0,10,"event=2026inmis match=2026inmis_qm21 RED teams=frc2867,frc10029,frc3936 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm23,red,"frc3865,frc3147,frc9431",0,10,"event=2026inmis match=2026inmis_qm23 RED teams=frc3865,frc3147,frc9431 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026inmis,2026inmis_qm28,blue,"frc3494,frc4272,frc71",0,10,"event=2026inmis match=2026inmis_qm28 BLUE teams=frc3494,frc4272,frc71 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm29,blue,"frc9554,frc7457,frc2867",0,10,"event=2026inmis match=2026inmis_qm29 BLUE teams=frc9554,frc7457,frc2867 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026inmis,2026inmis_qm3,blue,"frc9119,frc1501,frc3865",0,10,"event=2026inmis match=2026inmis_qm3 BLUE teams=frc9119,frc1501,frc3865 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm36,red,"frc2867,frc8103,frc3147",0,10,"event=2026inmis match=2026inmis_qm36 RED teams=frc2867,frc8103,frc3147 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm41,blue,"frc2867,frc5484,frc10434",0,10,"event=2026inmis match=2026inmis_qm41 BLUE teams=frc2867,frc5484,frc10434 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm42,blue,"frc9431,frc461,frc71",0,10,"event=2026inmis match=2026inmis_qm42 BLUE teams=frc9431,frc461,frc71 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm44,blue,"frc1501,frc6721,frc1024",0,10,"event=2026inmis match=2026inmis_qm44 BLUE teams=frc1501,frc6721,frc1024 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm46,blue,"frc9071,frc135,frc2867",0,10,"event=2026inmis match=2026inmis_qm46 BLUE teams=frc9071,frc135,frc2867 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026inmis,2026inmis_qm5,red,"frc2197,frc2867,frc3940",0,10,"event=2026inmis match=2026inmis_qm5 RED teams=frc2197,frc2867,frc3940 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm51,red,"frc1501,frc9071,frc7457",0,10,"event=2026inmis match=2026inmis_qm51 RED teams=frc1501,frc9071,frc7457 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm53,red,"frc447,frc2867,frc10332",0,10,"event=2026inmis match=2026inmis_qm53 RED teams=frc447,frc2867,frc10332 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm55,blue,"frc8432,frc9554,frc9431",0,10,"event=2026inmis match=2026inmis_qm55 BLUE teams=frc8432,frc9554,frc9431 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026inmis,2026inmis_qm57,blue,"frc2197,frc5484,frc45",0,10,"event=2026inmis match=2026inmis_qm57 BLUE teams=frc2197,frc5484,frc45 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm58,red,"frc1024,frc461,frc7477",0,10,"event=2026inmis match=2026inmis_qm58 RED teams=frc1024,frc461,frc7477 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm60,blue,"frc2867,frc1646,frc71",0,10,"event=2026inmis match=2026inmis_qm60 BLUE teams=frc2867,frc1646,frc71 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm63,red,"frc3940,frc1024,frc9071",0,10,"event=2026inmis match=2026inmis_qm63 RED teams=frc3940,frc1024,frc9071 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm65,red,"frc9431,frc2197,frc1555",0,10,"event=2026inmis match=2026inmis_qm65 RED teams=frc9431,frc2197,frc1555 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026inmis,2026inmis_qm72,blue,"frc829,frc2867,frc10411",0,10,"event=2026inmis match=2026inmis_qm72 BLUE teams=frc829,frc2867,frc10411 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm75,blue,"frc3940,frc5484,frc9119",0,10,"event=2026inmis match=2026inmis_qm75 BLUE teams=frc3940,frc5484,frc9119 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_qm76,red,"frc5010,frc447,frc6721",0,10,"event=2026inmis match=2026inmis_qm76 RED teams=frc5010,frc447,frc6721 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_sf11m1,blue,"frc7457,frc2867,frc4272",0,10,"event=2026inmis match=2026inmis_sf11m1 BLUE teams=frc7457,frc2867,frc4272 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026inmis,2026inmis_sf1m1,blue,"frc1646,frc328,frc5484",0,10,"event=2026inmis match=2026inmis_sf1m1 BLUE teams=frc1646,frc328,frc5484 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026mabil,2026mabil_qm1,red,"frc175,frc1071,frc5347",0,10,"event=2026mabil match=2026mabil_qm1 RED teams=frc175,frc1071,frc5347 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026mabil,2026mabil_qm18,blue,"frc4169,frc5962,frc175",0,10,"event=2026mabil match=2026mabil_qm18 BLUE teams=frc4169,frc5962,frc175 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026mabil,2026mabil_qm2,blue,"frc8013,frc3182,frc4905",0,10,"event=2026mabil match=2026mabil_qm2 BLUE teams=frc8013,frc3182,frc4905 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026mabil,2026mabil_qm29,blue,"frc1099,frc175,frc663",0,10,"event=2026mabil match=2026mabil_qm29 BLUE teams=frc1099,frc175,frc663 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026mabil,2026mabil_qm36,red,"frc4905,frc3623,frc9729",0,10,"event=2026mabil match=2026mabil_qm36 RED teams=frc4905,frc3623,frc9729 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026mabil,2026mabil_qm47,blue,"frc10063,frc1119,frc175",0,10,"event=2026mabil match=2026mabil_qm47 BLUE teams=frc10063,frc1119,frc175 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026mabil,2026mabil_qm51,red,"frc4905,frc157,frc175",0,10,"event=2026mabil match=2026mabil_qm51 RED teams=frc4905,frc157,frc175 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026mabil,2026mabil_qm53,blue,"frc3623,frc3566,frc6620",0,10,"event=2026mabil match=2026mabil_qm53 BLUE teams=frc3623,frc3566,frc6620 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026mabil,2026mabil_qm58,blue,"frc6328,frc9644,frc175",0,10,"event=2026mabil match=2026mabil_qm58 BLUE teams=frc6328,frc9644,frc175 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026mabil,2026mabil_qm7,blue,"frc2064,frc175,frc1735",0,10,"event=2026mabil match=2026mabil_qm7 BLUE teams=frc2064,frc175,frc1735 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026mabil,2026mabil_sf2m1,red,"frc5902,frc175,frc157",0,10,"event=2026mabil match=2026mabil_sf2m1 RED teams=frc5902,frc175,frc157 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026mabil,2026mabil_sf9m1,red,"frc5902,frc175,frc157",0,10,"event=2026mabil match=2026mabil_sf9m1 RED teams=frc5902,frc175,frc157 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026mefal,2026mefal_qm1,red,"frc11336,frc4473,frc7407",0,10,"event=2026mefal match=2026mefal_qm1 RED teams=frc11336,frc4473,frc7407 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
